Stock item code,Stock item name,Product group,Tax code,Stock item description,Manufacturer's name,Manufacturer's part number,Commodity code,Net mass,Stock take days,Allow Sales order,Asset of stock - account number,Asset of stock - cost centre,Asset of stock - department,Revenue - account number,Revenue - cost centre,Revenue - department,Accrued receipts - account number,Accrued receipts - cost centre,Accrued receipts - department,Issues - account number,Issues - cost centre,Issues - department,Supplier,Supplier lead time,Supplier lead time unit,Supplier minimum quantity,Supplier usual order quantity,Supplier part number,Alternative item,Alternative item name,Memo,Barcode,AnalysisName\1,AnalysisValue\1,AnalysisName\2,AnalysisValue\2,AnalysisName\3,AnalysisValue\3,AnalysisName\4,AnalysisValue\4,AnalysisName\5,AnalysisValue\5,AnalysisName\6,AnalysisValue\6,AnalysisName\7,AnalysisValue\7,AnalysisName\8,AnalysisValue\8,AnalysisName\9,AnalysisValue\9,AnalysisName\10,AnalysisValue\10,AnalysisName\11,AnalysisValue\11,AnalysisName\12,AnalysisValue\12,AnalysisName\13,AnalysisValue\13,AnalysisName\14,AnalysisValue\14,AnalysisName\15,AnalysisValue\15,AnalysisName\16,AnalysisValue\16,AnalysisName\17,AnalysisValue\17,AnalysisName\18,AnalysisValue\18,AnalysisName\19,AnalysisValue\19,AnalysisName\20,AnalysisValue\20
FD-0037-FP,Lock Fixing Plate Rear - 5mm,RM-PP,1,Lock Fixing Plate Rear - 5mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FD-0038-FP,Hatch Lock Plate Front - 6mm,RM-PP,1,Hatch Lock Plate Front - 6mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FD-0039-FP,Hatch Lock Plate Rear - 6mm,RM-PP,1,Hatch Lock Plate Rear - 6mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FD-0040-FP,Lock Fixing Plate Front - 5mm,RM-PP,1,Lock Fixing Plate Front - 5mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FD-0041-FP,Universal Door Closer Bracket Fire - 5 mm,RM-PP,1,Universal Door Closer Bracket Fire - 5 mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Bracket,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0104-FP,Earthing Lug - 50 mm x 50 mm x 10 mm,RM-PP,1,Earthing Lug - 50 mm x 50 mm x 10 mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lug,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0001-1,HD Bullet Hinge - Top,RM-PP,1,HD Bullet Hinge - Top,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0001-2,HD Bullet Hinge - Bottom,RM-PP,1,HD Bullet Hinge - Bottom,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0001-3,HD Bullet Hinge - Washer 22(OD)mm x 2 mm,RM-PP,1,HD Bullet Hinge - Washer 22(OD)mm x 2 mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0004,Mico Door Stay - M140,RM-PP,1,Mico Door Stay - M140,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0005,Mico Door Stay - M150,RM-PP,1,Mico Door Stay - M150,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0006,Mico Door Stay - M160,RM-PP,1,Mico Door Stay - M160,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0007,Mico Door Stay - M170,RM-PP,1,Mico Door Stay - M170,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0010,Compression Spring - S/S - 2.03x150FLx16.5IDx19.5TC,RM-PP,1,Compression Spring - S/S - 2.03x150FLx16.5IDx19.5TC,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0011,Lock Pin & Chain - K0365.102306030/K1125.01X160,RM-PP,1,Lock Pin & Chain - K0365.102306030/K1125.01X160,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Pin,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0012,Arrone Mortice Lock - AR8100,RM-PP,1,Arrone Mortice Lock - AR8100,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0015,LCN 4040XP Door Closer - Universal,RM-PP,1,LCN 4040XP Door Closer - Universal,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Closer,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0017,GSS3E80 Cylinder Guard - S.McGill - Europrofile,RM-PP,1,GSS3E80 Cylinder Guard - S.McGill - Europrofile,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cylinder Guard,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0033,GMS3E60 Cylinder Guard - S.McGill,RM-PP,1,GMS3E60 Cylinder Guard - S.McGill,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cylinder Guard,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0037,Good Hand Chain - K1125.01X160,RM-PP,1,Good Hand Chain - K1125.01X160,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Chain,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0048,Dorma TS83 BC EN 3-6 Door Closer - Universal,RM-PP,1,Dorma TS83 BC EN 3-6 Door Closer - Universal,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Door Closer,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0049,Dorma Hold Open Arm,RM-PP,1,Dorma Hold Open Arm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0052,Toggle Clamp - Good Hand GH-22502-B,RM-PP,1,Toggle Clamp - Good Hand GH-22502-B,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Toggle Clamp,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0063,Pull Handle - S/S - 14(OD)x 225mm,RM-PP,1,Pull Handle - S/S - 14(OD)x 225mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Handle,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0076,GSS3R80 Cylinder Guard - S.McGill - Rim,RM-PP,1,GSS3R80 Cylinder Guard - S.McGill - Rim,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cylinder Guard,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-DF-0079,GSS3S80 Cylinder Guard - S.McGill - Scandinavian,RM-PP,1,GSS3S80 Cylinder Guard - S.McGill - Scandinavian,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cylinder Guard,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-TY113,Tyne Mortice Lock - S.McGill,RM-PP,1,Tyne Mortice Lock - S.McGill,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SEAL-0009,Intumescent Tape - 15mm x 2mm,RM-EX,1,Intumescent Tape - 15mm x 2mm,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Seal,Item Set Type,,Product Operation Type,,Material Composition,Rubber,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SEAL-0017,38x35mm Grey Closed-cell FR Neoprene/EPDM,RM-EX,1,38x35mm Grey Closed-cell FR Neoprene/EPDM,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Seal,Item Set Type,,Product Operation Type,,Material Composition,Rubber,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SEAL-0031,38x35mm Black Closed Cell A320 Neoprene/EPDM,RM-EX,1,38x35mm Black Closed Cell A320 Neoprene/EPDM,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFD-0001,Single Flood Door,FG-FD,1,Single Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,None,Fire Rating,None,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDC5-0001,Single Security Flood Door,FG-FD,1,Single Security Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,C5,Fire Rating,None,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDC5F-0001,Single Security Fire Flood Door,FG-FD,1,Single Security Fire Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,C5,Fire Rating,E120,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
SFDDA-0001,Single Dual-Access Flood Door,FG-FD,1,Single Dual-Access Flood Door,,,,,30,1,13102,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Door ,Item Set Type,Single,Product Operation Type,Hinged,Material Composition,Mild Steel,Automation,Manual,Flooding Rating,Standard,Security Rating,None,Fire Rating,None,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
