Stock item code,Stock item name,Product group,Tax code,Stock item description,Manufacturer's name,Manufacturer's part number,Commodity code,Net mass,Stock take days,Allow Sales order,Asset of stock - account number,Asset of stock - cost centre,Asset of stock - department,Revenue - account number,Revenue - cost centre,Revenue - department,Accrued receipts - account number,Accrued receipts - cost centre,Accrued receipts - department,Issues - account number,Issues - cost centre,Issues - department,Supplier,Supplier lead time,Supplier lead time unit,Supplier minimum quantity,Supplier usual order quantity,Supplier part number,Alternative item,Alternative item name,Memo,Barcode,AnalysisName\1,AnalysisValue\1,AnalysisName\2,AnalysisValue\2,AnalysisName\3,AnalysisValue\3,AnalysisName\4,AnalysisValue\4,AnalysisName\5,AnalysisValue\5,AnalysisName\6,AnalysisValue\6,AnalysisName\7,AnalysisValue\7,AnalysisName\8,AnalysisValue\8,AnalysisName\9,AnalysisValue\9,AnalysisName\10,AnalysisValue\10,AnalysisName\11,AnalysisValue\11,AnalysisName\12,AnalysisValue\12,AnalysisName\13,AnalysisValue\13,AnalysisName\14,AnalysisValue\14,AnalysisName\15,AnalysisValue\15,AnalysisName\16,AnalysisValue\16,AnalysisName\17,AnalysisValue\17,AnalysisName\18,AnalysisValue\18,AnalysisName\19,AnalysisValue\19,AnalysisName\20,AnalysisValue\20
DFG-0001,Double Flood Gate,FG-FG,1,Double Flood Gate,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DFGEXC3-0001,Double Flood Gate - EXC3,FG-FG,1,Double Flood Gate - EXC3,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DFGFF-0001,Double Flood Gate - Face Fixed,FG-FG,1,Double Flood Gate - Face Fixed,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DFGFFEXC3-0001,Double Flood Gate - Face Fixed - EXC3,FG-FG,1,Double Flood Gate - Face Fixed - EXC3,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DXF-0000-00-DFG,Double Flood Gate DXF Pack,RM-LP,1,Double Flood Gate DXF Pack,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DXF-0000-00-PFG,Pedestrian Flood Gate DXF Pack,RM-LP,1,Pedestrian Flood Gate DXF Pack,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Gate,Item Set Type,Single,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DXF-0000-00-SFG,Single Flood Gate DXF Pack,RM-LP,1,Single Flood Gate DXF Pack,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Gate,Item Set Type,Single,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0001-MP,70mm Gate Hinge Pin - 25 OD x 140mm Shaft,RM-MP,1,70mm Gate Hinge Pin - 25 OD x 140mm Shaft,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Pin,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0002-MP,70mm Gate Hinge Barrel Housing - 60 OD x 80mm,RM-MP,1,70mm Gate Hinge Barrel Housing - 60 OD x 80mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Barrel Housing,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0003-MP,"70mm Gate Hinge Washer - 40 OD x 25,2 ID x 5mm",RM-MP,1,"70mm Gate Hinge Washer - 40 OD x 25,2 ID x 5mm",,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Washer,Item Set Type,,Product Operation Type,,Material Composition,Brass,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0004-FP,70mm Gate Hinge Plate to Jamb - 15mm,RM-LP,1,70mm Gate Hinge Plate to Jamb - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0005-FP,70mm Gate Hinge Backing Plate - 12mm,RM-LP,1,70mm Gate Hinge Backing Plate - 12mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0006-FP,70mm Gate Hinge Backing Plate - 12mm,RM-LP,1,70mm Gate Hinge Backing Plate - 12mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0007-FP,70mm Gate Hinge Stiffener - 10mm,RM-LP,1,70mm Gate Hinge Stiffener - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0008-FP,70mm Gate Hinge Plate to Jamb Lug - 15mm,RM-LP,1,70mm Gate Hinge Plate to Jamb Lug - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0009-FP,70mm Gate Hinge Plate to Leaf Lug - 15mm,RM-LP,1,70mm Gate Hinge Plate to Leaf Lug - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0010-MP,100mm Gate Hinge Pin - 34.4 OD x 205mm Shaft,RM-MP,1,100mm Gate Hinge Pin - 34.4 OD x 205mm Shaft,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Pin,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0011-MP,100mm Gate Hinge Barrel Housing - 80 OD x 120mm,RM-MP,1,100mm Gate Hinge Barrel Housing - 80 OD x 120mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Barrel Housing,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0012-MP,100mm Gate Hinge Washer - 50 OD x 35 ID x 5mm,RM-MP,1,100mm Gate Hinge Washer - 50 OD x 35 ID x 5mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Washer,Item Set Type,,Product Operation Type,,Material Composition,Brass,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0013-FP,100mm Gate Hinge Plate to Jamb - 15mm,RM-LP,1,100mm Gate Hinge Plate to Jamb - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0014-FP,100mm Gate Hinge Plate to Leaf - 15mm,RM-LP,1,100mm Gate Hinge Plate to Leaf - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0015-FP,100mm Gate Hinge Backing Plate - 15mm,RM-LP,1,100mm Gate Hinge Backing Plate - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Backing Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0016-FP,100mm Gate Hinge Stiffener - 10mm,RM-LP,1,100mm Gate Hinge Stiffener - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Stiffener,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0017-FP,100mm Gate Hinge Plate to Jamb (Single) - 20mm,RM-LP,1,100mm Gate Hinge Plate to Jamb (Single) - 20mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0018-FP,100mm Gate Hinge Plate to Leaf Lug - 15mm,RM-LP,1,100mm Gate Hinge Plate to Leaf Lug - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Hinge Plate,Item Set Type,,Product Operation Type,,Material Composition,Mild Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0019-FP,100mm Gate Hinge Plate to Jamb Lug (Double) - 20mm,RM-LP,1,100mm Gate Hinge Plate to Jamb Lug (Double) - 20mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0020-FP,100mm Gate Hinge Plate to Leaf (Double) - 15mm,RM-LP,1,100mm Gate Hinge Plate to Leaf (Double) - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0040-MP,Single Gate Spindle - 25 OD x 300mm Shaft,RM-MP,1,Single Gate Spindle - 25 OD x 300mm Shaft,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Spindle,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0042-MP,Single Gate Pivot Block - 40x50x90mm ,RM-MP,1,Single Gate Pivot Block - 40x50x90mm ,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Pivot Block,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0043-MP,Single Gate Pivot Block Cover - 40x60x10mm ,RM-MP,1,Single Gate Pivot Block Cover - 40x60x10mm ,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Pivot Block,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0044-MP,Single Gate Nut Housing - 50 OD x 94mm,RM-MP,1,Single Gate Nut Housing - 50 OD x94mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Nut Housing,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0045-MP,Single Gate Nut Core 42 OD x 50mm,RM-MP,1,Single Gate Nut Core - 42 OD x 50mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Nut Core,Item Set Type,,Product Operation Type,,Material Composition,Brass,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0046-FP,Single Gate Pivot Bracket Fixing Plate - 10mm,RM-LP,1,Single Gate Pivot Bracket Fixing Plate - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Plate,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0047-FP,Single Gate Pivot Bracket Backing Plate - 10mm,RM-LP,1,Single Gate Pivot Bracket Backing Plate - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Plate,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0048-FP,Single Gate Pivot Bracket Eye Tab - 10mm,RM-LP,1,Single Gate Pivot Bracket Eye Tab - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Plate,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0049-FP,Single Gate Cradle Plate - 15mm,RM-LP,1,Single Gate Cradle Plate - 15mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Lock Plate,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0050-FP,Single Gate Jamb Box - 5mm,RM-LP,1,Single Gate Jamb Box - 5mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Jamb Box,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0051-FP,Single Gate Jamb Cover Flap - 5mm,RM-LP,1,Single Gate Jamb Cover Flap - 5mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cover Flap,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0052-FP,Single Gate Leaf Cover Flap - 5mm,RM-LP,1,Single Gate Leaf Cover Flap - 5mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cover Flap,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0053-FP,Single Gate Cover Locking Tab - 5mm,RM-LP,1,Single Gate Cover Locking Tab - 5mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,Cover Locking Tab,Item Set Type,,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0054-FP,Double Gate Pivot Bracket Fixing Plate - 10mm,RM-LP,1,Double Gate Pivot Bracket Fixing Plate - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0055-FP,Double Gate Pivot Brack Eye Tab - 12mm,RM-LP,1,Double Gate Pivot Brack Eye Tab - 12mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0056-FP,Double Gate Cradle Bracket Fixing Plate - 10mm,RM-LP,1,Double Gate Cradle Bracket Fixing Plate - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0058-FP,Double Gate Cradle Plate - 12mm,RM-LP,1,Double Gate Cradle Plate - 12mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0059-FP,Double Gate Pivot Bracket Backing Plate - 10mm,RM-LP,1,Double Gate Pivot Bracket Backing Plate - 10mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0060-MP,Double Gate Spindle - 32 OD x 400mm Shaft,RM-MP,1,Double Gate Spindle - 32 OD x 400mm Shaft,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0062-MP,Double Gate Pivot Block - 40x65x100mm ,RM-MP,1,Double Gate Pivot Block - 40x65x100mm ,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0063-MP,Double Gate Pivot Block Cover - 50x70x10mm ,RM-MP,1,Double Gate Pivot Block Cover - 50x70x10mm ,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FG-0064-MP,Double Gate Nut Housing - 70 OD x 100mm,RM-MP,1,Double Gate Nut Housing - 70 OD x 100mm,,,,,30,1,13101,,,40900,,,23100,,,13100,,,,,,,,,,,,,Product Family,,Item Set Type,,Product Operation Type,,Material Composition,,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
