Stock item code,Stock item name,Product group,Tax code,Stock item description,Manufacturer's name,Manufacturer's part number,Commodity code,Net mass,Stock take days,Allow Sales order,Asset of stock - account number,Asset of stock - cost centre,Asset of stock - department,Revenue - account number,Revenue - cost centre,Revenue - department,Accrued receipts - account number,Accrued receipts - cost centre,Accrued receipts - department,Issues - account number,Issues - cost centre,Issues - department,Supplier,Supplier lead time,Supplier lead time unit,Supplier minimum quantity,Supplier usual order quantity,Supplier part number,Alternative item,Alternative item name,Memo,Barcode,AnalysisName\1,AnalysisValue\1,AnalysisName\2,AnalysisValue\2,AnalysisName\3,AnalysisValue\3,AnalysisName\4,AnalysisValue\4,AnalysisName\5,AnalysisValue\5,AnalysisName\6,AnalysisValue\6,AnalysisName\7,AnalysisValue\7,AnalysisName\8,AnalysisValue\8,AnalysisName\9,AnalysisValue\9,AnalysisName\10,AnalysisValue\10,AnalysisName\11,AnalysisValue\11,AnalysisName\12,AnalysisValue\12,AnalysisName\13,AnalysisValue\13,AnalysisName\14,AnalysisValue\14,AnalysisName\15,AnalysisValue\15,AnalysisName\16,AnalysisValue\16,AnalysisName\17,AnalysisValue\17,AnalysisName\18,AnalysisValue\18,AnalysisName\19,AnalysisValue\19,AnalysisName\20,AnalysisValue\20
DXF-0000-00-01-FGW_Panel,Flood Glazing Panel DXF Pack,RM-LP,,Flood Glazing Panel DXF Pack,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Glazing Wall ,Item Set Type,Sectioned,Product Operation Type,Fixed,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DXF-0000-00-FGW,Flood Glazing DXF Pack,RM-LP,,Flood Glazing DXF Pack,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Glazing Wall ,Item Set Type,Sectioned,Product Operation Type,Fixed,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
DXF-0000-00-FGW_End_Post,Flood Glazing End Post DXF Pack,RM-LP,,Flood Glazing End Post DXF Pack,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Glazing Wall ,Item Set Type,Sectioned,Product Operation Type,Fixed,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0001,Flood Glazing Wall,FG-FGW,,Flood Glazing Wall,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Glazing Wall ,Item Set Type,Sectioned,Product Operation Type,Fixed,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0001-FP,Baseplate Wet - 20mm,RM-LP,,Baseplate Wet - 20mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0002-FP,Baseplate Dry - 20mm,RM-LP,,Baseplate Dry - 20mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0003-FP,Finplate Wet - 10mm,RM-LP,,Finplate Wet - 10mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0004-FP,Finplate Dry - 10mm,RM-LP,,Finplate Dry - 10mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0005-FP,Capping Fixing Strip - 6mm,RM-LP,,Capping Fixing Strip - 6mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0006-FP,Mid Post Cap - 1.5mm,RM-LP,,Mid Post Cap - 1.5mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0007-FP,End Post Cap - 1.5mm,RM-LP,,End Post Cap - 1.5mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0008-FP,Capping Fixing Strip (End Post) - 6mm,RM-LP,,Capping Fixing Strip (End Post) - 6mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0010-FP,Baseplate End Post - 20 mm,RM-LP,,Baseplate End Post - 20 mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0012-FP,Base Seal Mid Post - 5mm,RM-LP,,Base Seal Mid Post - 5mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0013-FP,Baseplate Corner-01 - 20 mm ,RM-LP,,Baseplate Corner-01 - 20 mm ,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
FGW-0014-FP,Baseplate Corner-02 - 20 mm,RM-LP,,Baseplate Corner-02 - 20 mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Plate,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-FIX-M6-0018,M6 x 8 Torx Button Head Bolt - A4,RM-PP,,M6 x 8 Torx Button Head Bolt - A4,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Bolt,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-FIX-M6-0021,M6 Washer - A4,RM-PP,,M6 Washer - A4,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Washer,Item Set Type,Item,Product Operation Type,,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
PP-GLASS-0001,GFW-3PLY-SGP-Glass - XXXX x XXXX mm,RM-PP,,GFW-3PLY-SGP-Glass - XXXX x XXXX mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Glass,Item Set Type,Item,Product Operation Type,,Material Composition,Glass,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
RAW-MILLSTOCK-XXXX,Angled Mid Post - XXX deg,RM-EX,,Angled Mid Post - XXX deg,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Flood Glazing Wall ,Item Set Type,Sectioned,Product Operation Type,Fixed,Material Composition,Stainless Steel,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
RAW-SEAL-0010,Self Adhesive Closed Cell Seal - 35x12mm,RM-EX,,Self Adhesive Closed Cell Seal - 35x12mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Seal,Item Set Type,Item,Product Operation Type,,Material Composition,EPDM,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
RAW-SEAL-0045,Self Adhesive Closed Cell Seal - 40x30mm,RM-EX,,Self Adhesive Closed Cell Seal - 40x30mm,,,,,30,1,13101,,,40500,,,23100,,,13100,,,,,,,,,,,,,Product Family,Seal,Item Set Type,Item,Product Operation Type,,Material Composition,EPDM,Automation,,Flooding Rating,,Security Rating,,Fire Rating,,Blast Rating,,Pressure Rating,,Thermal Rating,,,,,,,,,,,,,,,,,,,
